Milliseconds,Seconds,Latitude,Lat Degree,Lat Minute,Lat Second,Longitude,Long Degree,Long Minute,Long Second,Altitude,Speed,AcclX,AcclY,AcclZ,GyroX,GyroY,GyroZ,Course,Heading
144010,144,49.2402208,49,14,24.79488,-121.8909718,-121,-53,-27.49848,607.201,7.423,9.026378897,3.215827338,0.71942446,0.236421725,0.04685836,-0.270500532,248.7,249.7
145013,145,49.2401607,49,14,24.57852,-121.8910401,-121,-53,-27.74436,604.836,8.611,9.630695444,1.299760192,2.971223022,-0.447284345,-0.192758253,-0.256656017,250.9,249.9
146025,146,49.2400959,49,14,24.34524,-121.8910892,-121,-53,-27.92112,602.588,7.829,10.10071942,-0.479616307,1.853717026,1.358892439,0.545260916,0.320553781,259.8,262.8
147015,147,49.2400329,49,14,24.11844,-121.8911418,-121,-53,-28.11048,601.158,7.91,8.371702638,0.520383693,1.757793765,-1.907348243,-0.370607029,-0.562300319,259.9,256.9
148005,148,49.2399806,49,14,23.93016,-121.891223,-121,-53,-28.4028,598.748,8.53,9.762589928,0.323741007,3.294964029,-0.544195953,-0.270500532,-0.005324814,278.8,275.8
149049,149,49.2399394,49,14,23.78184,-121.8913423,-121,-53,-28.83228,596.428,9.627,10.84652278,0.287769784,2.393285372,-0.598509052,0.237486688,-0.45686901,279.9,278.9
150040,150,49.2399083,49,14,23.66988,-121.8914567,-121,-53,-29.24412,594.235,9.085,9.434052758,4.055155875,1.997601918,-0.159744409,0.725239617,-0.513312034,277.4,280.4
151030,151,49.2398708,49,14,23.53488,-121.8915637,-121,-53,-29.62932,592.639,8.74,7.446043165,2.064748201,6.64028777,-0.09371672,-0.44515442,0.097976571,289.1,286.1
152020,152,49.2398363,49,14,23.41068,-121.8916533,-121,-53,-29.95188,591.128,7.497,7.529976019,4.93764988,1.709832134,-0.002129925,-0.050053248,0.310969116,293.2,291.2
153030,153,49.2398274,49,14,23.37864,-121.8917581,-121,-53,-30.32916,588.664,7.624,8.088729017,1.395683453,-1.470023981,-0.092651757,-0.025559105,0.007454739,304.3,301.3
154000,154,49.2398526,49,14,23.46936,-121.891881,-121,-53,-30.7716,584.318,9.752,12.14148681,1.088729017,1.494004796,-0.167199148,-0.349307774,-0.138445154,308,308
155023,155,49.2399025,49,14,23.649,-121.8920233,-121,-53,-31.28388,581.088,12.094,12.01438849,-0.976019185,0.117505995,3.593184239,0.533546326,0.615548456,299,297
156035,156,49.2399595,49,14,23.8542,-121.8921573,-121,-53,-31.76628,579.223,11.662,10.34292566,2.625899281,1.940047962,0.227902023,0.150159744,0.002129925,312,311
157025,157,49.2400211,49,14,24.07596,-121.8922735,-121,-53,-32.1846,578.059,10.74,8.32853717,1.357314149,3.167865707,-0.341853035,-0.03514377,-0.087326944,306.8,305.8
158015,158,49.2400851,49,14,24.30636,-121.8923745,-121,-53,-32.5482,576.341,10.232,7.978417266,0.306954436,1.556354916,-0.08200213,0.15228967,0.062832801,305.9,304.9
159025,159,49.2401555,49,14,24.5598,-121.8924793,-121,-53,-32.92548,574.018,10.772,9.179856115,-1.388489209,3.270983213,-0.031948882,-0.277955272,-0.040468584,299.4,299.4
160028,160,49.2402265,49,14,24.8154,-121.8925831,-121,-53,-33.29916,571.553,10.916,9.095923261,0.230215827,2.829736211,-0.08200213,-0.066027689,-0.068157614,309.9,307.9
161040,161,49.2403048,49,14,25.09728,-121.8926891,-121,-53,-33.68076,569.22,12.537,9.678657074,-1.275779376,3.645083933,0.01171459,-0.015974441,0.103301384,291.9,294.9
162030,162,49.2403914,49,14,25.40904,-121.8927868,-121,-53,-34.03248,567.73,11.811,9.160671463,-0.165467626,2.966426859,0.217252396,0.395101171,0.02342918,292.8,294.8
163040,163,49.24047,49,14,25.692,-121.892879,-121,-53,-34.3644,565.648,10.6,7.412470024,-5.016786571,4.961630695,0.313099042,-0.266240682,0.169329073,276.3,276.3
164010,164,49.2405361,49,14,25.92996,-121.8929647,-121,-53,-34.67292,563.524,9.6,7.410071942,-3.916067146,4.489208633,0.228966986,-0.074547391,0.061767838,259,260
165033,165,49.2405862,49,14,26.11032,-121.8930652,-121,-53,-35.03472,561.451,9.488,8.856115108,-3.386091127,2.189448441,0.071352503,-0.239616613,0.027689031,250.9,247.9
166045,166,49.2406118,49,14,26.20248,-121.8931928,-121,-53,-35.49408,558.861,9.953,10.99280576,-2.79616307,1.829736211,0.56656017,-0.028753994,0.319488818,252.8,251.8
167035,167,49.2406029,49,14,26.17044,-121.89334,-121,-53,-36.024,555.987,10.598,12.34772182,-0.925659472,1.376498801,-0.476038339,-0.077742279,-0.062832801,233.1,231.1
168045,168,49.2405508,49,14,25.98288,-121.8934735,-121,-53,-36.5046,553.889,10.263,11.25899281,0.067146283,2.141486811,0.165069223,-0.130990415,-0.284345048,221.5,219.5
169015,169,49.2404794,49,14,25.72584,-121.8935459,-121,-53,-36.76524,551.415,9.086,9.913669065,0.177458034,0.541966427,-0.095846645,-0.268370607,-0.39829606,215.6,217.6
170038,170,49.2403997,49,14,25.43892,-121.893555,-121,-53,-36.798,549.156,8.792,10.92086331,-1.923261391,-1.098321343,-0.286474973,0.62513312,-0.010649627,207,205
171050,171,49.2403166,49,14,25.13976,-121.8935389,-121,-53,-36.74004,547.918,9.281,8.477218225,-2.201438849,0.410071942,-0.259850905,0.069222577,-0.240681576,207,208
172040,172,49.2402381,49,14,24.85716,-121.8935444,-121,-53,-36.75984,547.081,8.658,8.625899281,0.347721823,0.997601918,-0.113951012,-0.743343983,-0.135250266,207.5,206.5
173030,173,49.2401606,49,14,24.57816,-121.8935791,-121,-53,-36.88476,545.313,9.03,9.242206235,1.633093525,3.589928058,0.028753994,0.153354633,0.268370607,212.1,215.1
174040,174,49.2400783,49,14,24.28188,-121.8936425,-121,-53,-37.113,543.589,9.54,9.556354916,-0.482014388,2.904076739,0.145899894,0.154419595,0.136315229,207.5,209.5
175043,175,49.2400084,49,14,24.03024,-121.8936898,-121,-53,-37.28328,542.003,8.187,7.673860911,-0.971223022,4.32853717,-0.027689031,-0.071352503,-0.238551651,210.4,209.4
176000,176,49.2399264,49,14,23.73504,-121.8937088,-121,-53,-37.35168,539.693,9.518,8.868105516,-0.690647482,4.628297362,-0.22257721,0.356762513,-0.369542066,210.9,212.9
177045,177,49.2398346,49,14,23.40456,-121.8937296,-121,-53,-37.42656,538.852,9.566,8.724220624,-1.122302158,4.352517986,-0.052183174,-0.33972311,-0.126730564,209.1,207.1
178003,178,49.2397503,49,14,23.10108,-121.8937691,-121,-53,-37.56876,537.583,9.379,9.695443645,-3.748201439,2.96882494,-0.076677316,-0.160809372,0.170394036,205.7,207.7
179000,179,49.2396686,49,14,22.80696,-121.8938395,-121,-53,-37.8222,536.743,10.318,9.767386091,-1.894484412,4.563549161,0.176783813,0.982960596,0.866879659,200.4,198.4
180015,180,49.239587,49,14,22.5132,-121.8939234,-121,-53,-38.12424,536.783,10.699,10.14388489,1.884892086,-4.158273381,0.039403621,-0.369542066,-0.178913738,210.9,207.9
181005,181,49.2395134,49,14,22.24824,-121.8940097,-121,-53,-38.43492,538.05,9.864,8.712230216,-0.657074341,3.177458034,0.01171459,-0.197018104,-0.256656017,207.3,208.3
182050,182,49.2394342,49,14,21.96312,-121.8940798,-121,-53,-38.68728,538.442,9.157,8.985611511,-0.834532374,3.064748201,0.038338658,0.256656017,0.127795527,205.2,204.2
183040,183,49.2393653,49,14,21.71508,-121.8941376,-121,-53,-38.89536,538.136,8.956,9.023980815,0.045563549,2.151079137,0.115015974,-0.089456869,0.166134185,205.7,206.7
184050,184,49.239294,49,14,21.4584,-121.8942074,-121,-53,-39.14664,538.047,8.94,9.717026379,1.043165468,2.112709832,-1.138445154,-0.353567625,0.185303514,201.8,202.8
185053,185,49.2392295,49,14,21.2262,-121.8943026,-121,-53,-39.48936,537.804,9.937,8.76498801,0.496402878,6.304556355,0.634717785,0.031948882,0.425985091,186.7,189.7
186010,186,49.2391791,49,14,21.04476,-121.8943971,-121,-53,-39.82956,537.5,9.108,11.12470024,-3.551558753,-3.964028777,-1.062832801,0.659211928,-0.313099042,173.6,170.6
187000,187,49.2391238,49,14,20.84568,-121.8944776,-121,-53,-40.11936,537.952,8.009,7.726618705,0.918465228,-2.119904077,0.157614483,0.268370607,0.172523962,173.6,175.6
188045,188,49.2390658,49,14,20.63688,-121.8945436,-121,-53,-40.35696,537.041,7.051,8.335731415,-0.570743405,-0.354916067,0.350372737,0.120340788,0.133120341,147,147
189003,189,49.239006,49,14,20.4216,-121.8946024,-121,-53,-40.56864,534.943,7.694,8.959232614,0.071942446,2.992805755,0.322683706,0.132055378,0.684771033,145.9,146.9
190000,190,49.2389424,49,14,20.19264,-121.8946654,-121,-53,-40.79544,532.2,8.18,9.851318945,-3.141486811,1.134292566,0.400425985,0.345047923,0.144834931,126.3,123.3
191015,191,49.2388767,49,14,19.95612,-121.8947339,-121,-53,-41.04204,529.577,8.644,8.784172662,-4.261390887,3.592326139,-2.26943557,0.453674121,-1.285410011,114.4,111.4
192005,192,49.2388073,49,14,19.70628,-121.8947854,-121,-53,-41.22744,527.234,8.251,8.952038369,-4.050359712,0.088729017,0.366347178,-0.083067093,-0.179978701,108.7,111.7
193018,193,49.2387283,49,14,19.42188,-121.8947886,-121,-53,-41.23896,523.969,8.148,10.00719424,1.865707434,2.954436451,0.109691161,-0.129925453,0.057507987,107.3,105.3
194040,194,49.2386481,49,14,19.13316,-121.8947382,-121,-53,-41.05752,520.474,9.357,11.04076739,0.96882494,2.405275779,-0.265175719,-0.055378062,0.050053248,109,112
195005,195,49.238582,49,14,18.8952,-121.894667,-121,-53,-40.8012,519.117,9.637,10.38369305,-0.330935252,2.817745803,0.285410011,0.104366347,0.040468584,113,115
196020,196,49.2385232,49,14,18.68352,-121.8945826,-121,-53,-40.49736,518.792,8.886,8.019184652,0.892086331,4.158273381,0.042598509,0.208732694,-0.09371672,98.3,99.3
197010,197,49.2384812,49,14,18.53232,-121.8944891,-121,-53,-40.16076,517.909,8.398,8.467625899,0.882494005,3.069544365,5.21086262,-0.215122471,0.605963791,100.3,97.3
198000,198,49.2384575,49,14,18.447,-121.8943796,-121,-53,-39.76656,515.124,9.009,10.47242206,0.407673861,-0.26618705,-1.940362087,0.228966986,-0.376996805,109.1,108.1
199013,199,49.2384326,49,14,18.35736,-121.8942424,-121,-53,-39.27264,512.625,10.413,9.522781775,-1.158273381,1.23501199,-1.146964856,0.026624068,-0.873269436,104,107
200010,200,49.2383839,49,14,18.18204,-121.8941092,-121,-53,-38.79312,509.828,11.075,10.69304556,0.877697842,2.083932854,0.177848775,0.04685836,0.064962726,104.2,102.2
201025,201,49.2383143,49,14,17.93148,-121.8939908,-121,-53,-38.36688,507.471,11.616,9.827338129,4.309352518,5.597122302,-0.116080937,-0.03514377,-0.028753994,129.6,131.6
202015,202,49.2382402,49,14,17.66472,-121.8938758,-121,-53,-37.95288,507.007,11.618,8.496402878,0.882494005,4.76498801,0.022364217,0.240681576,-0.083067093,143.7,144.7
203005,203,49.2381793,49,14,17.44548,-121.8937663,-121,-53,-37.55868,506.739,10.506,7.362110312,3.621103118,5.278177458,0.280085197,-0.057507987,0.179978701,162.8,162.8
204018,204,49.238113,49,14,17.2068,-121.8936547,-121,-53,-37.15692,505.512,10.336,8.059952038,2.254196643,3.184652278,-0.458998935,-0.249201278,-0.031948882,183.9,186.9
205015,205,49.2380617,49,14,17.02212,-121.8935634,-121,-53,-36.82824,504.107,8.793,10.38848921,1.637889688,-1.618705036,-1.91799787,0.423855165,-0.956336528,201.3,204.3
206030,206,49.2380035,49,14,16.8126,-121.8935117,-121,-53,-36.64212,502.539,7.734,10.07434053,2.824940048,0.853717026,-0.167199148,-0.072417465,-0.387646432,222.4,219.4
207020,207,49.2379234,49,14,16.52424,-121.8935041,-121,-53,-36.61476,501.321,8.683,10.60431655,2.35971223,2.676258993,-0.166134185,-0.221512247,0.013844515,237,236
208010,208,49.2378483,49,14,16.25388,-121.8935285,-121,-53,-36.7026,500.43,8.399,10.51798561,1.213429257,2.282973621,0.353567625,0.162939297,0.226837061,258.3,255.3
209023,209,49.2377947,49,14,16.06092,-121.8935953,-121,-53,-36.94308,499.608,7.507,9.541966427,-0.786570743,1.76498801,0.982960596,0.141640043,0.186368477,272.7,271.7
210020,210,49.2377762,49,14,15.99432,-121.8936884,-121,-53,-37.27824,497.825,7.288,10.05275779,-0.486810552,0.87529976,-0.900958466,-0.170394036,0.063897764,291.6,292.6
211035,211,49.2377739,49,14,15.98604,-121.893804,-121,-53,-37.6944,496.092,8.584,10.28297362,0.405275779,2.021582734,0.462193823,0.231096912,0.134185304,280.1,277.1
212025,212,49.2377717,49,14,15.97812,-121.8939251,-121,-53,-38.13036,494.006,9.056,9.532374101,-0.088729017,2.134292566,2.078807242,0.626198083,0.498402556,280.8,278.8
213015,213,49.2377611,49,14,15.93996,-121.8940512,-121,-53,-38.58432,492.204,9.33,8.450839329,1.887290168,5.623501199,0.404685836,-0.21086262,-0.020234292,281,283
214028,214,49.2377446,49,14,15.88056,-121.8941759,-121,-53,-39.03324,490.331,8.954,9.170263789,0.095923261,3.882494005,0.440894569,0.108626198,0.104366347,284.9,286.9
215025,215,49.2377399,49,14,15.86364,-121.8942934,-121,-53,-39.45624,488.467,8.721,8.616306954,0.304556355,3.714628297,-0.587859425,-0.072417465,-0.120340788,283,285
216040,216,49.237749,49,14,15.8964,-121.8944153,-121,-53,-39.89508,486.411,9.018,9.100719424,1.24940048,2.887290168,0.169329073,-0.048988285,0.194888179,288,289
217030,217,49.2377632,49,14,15.94752,-121.8945412,-121,-53,-40.34832,484.044,9.461,9.220623501,1.81294964,2.131894484,-0.692225772,-0.083067093,-0.193823216,283.7,280.7
218020,218,49.2377721,49,14,15.97956,-121.8946672,-121,-53,-40.80192,482.232,9.179,9.100719424,0.980815348,2.083932854,-0.43343983,0.062832801,-0.249201278,288.9,287.9
219033,219,49.237777,49,14,15.9972,-121.894808,-121,-53,-41.3088,480.25,9.862,9.306954436,0.419664269,2.582733813,0.522896699,-0.059637913,0.405750799,280.3,277.3
220030,220,49.237793,49,14,16.0548,-121.8949372,-121,-53,-41.77392,478.874,9.673,8.947242206,-0.03117506,3.947242206,0.827476038,-0.097976571,0.979765708,285.7,285.7
221045,221,49.237814,49,14,16.1304,-121.8950623,-121,-53,-42.22428,477.801,9.216,8.537170264,-2.736211031,2.141486811,0.158679446,0.109691161,0.02342918,261.3,264.3
222035,222,49.2378268,49,14,16.17648,-121.8951822,-121,-53,-42.65592,476.232,9.107,6.798561151,-5.575539568,5.412470024,0.46112886,-0.144834931,0.277955272,247.4,247.4
223025,223,49.2378346,49,14,16.20456,-121.8953026,-121,-53,-43.08936,474.148,8.658,8.088729017,-4.378896882,3.954436451,0.03514377,-0.309904153,0.013844515,228.9,227.9
224038,224,49.2378229,49,14,16.16244,-121.895417,-121,-53,-43.5012,471.612,8.219,10.11270983,-2.935251799,1.196642686,-0.773162939,0.242811502,-0.201277955,207.7,207.7
225035,225,49.2377731,49,14,15.98316,-121.895503,-121,-53,-43.8108,468.927,8.424,10.10311751,-0.201438849,2.047961631,0.277955272,-0.059637913,-0.051118211,179.9,177.9
226050,226,49.2377034,49,14,15.73224,-121.8955423,-121,-53,-43.95228,465.405,8.415,11.21822542,1.70263789,3.326139089,-0.043663472,0.127795527,-0.16400426,173.5,175.5
227040,227,49.2376252,49,14,15.45072,-121.89553,-121,-53,-43.908,463.21,8.745,9.354916067,0.743405276,4.091127098,0.073482428,0.045793397,0.028753994,176.5,175.5
228030,228,49.2375483,49,14,15.17388,-121.8954828,-121,-53,-43.73808,461.488,9.045,8.798561151,0.304556355,2.645083933,0.062832801,0.064962726,-0.044728435,179.6,178.6
229043,229,49.2374765,49,14,14.9154,-121.8954143,-121,-53,-43.49148,460.128,8.873,8.227817746,0.29736211,2.93764988,0.276890309,0.077742279,0.122470714,176.4,177.4
230040,230,49.2374079,49,14,14.66844,-121.895348,-121,-53,-43.2528,458.166,9.18,8.697841727,-1.405275779,3.930455635,-0.203407881,-0.2342918,-0.077742279,187,185
231000,231,49.2373353,49,14,14.40708,-121.8952945,-121,-53,-43.0602,456.359,9.591,9.410071942,0.316546763,3.613908873,-0.086261981,-0.17571885,0.036208733,178,181
232045,232,49.2372468,49,14,14.08848,-121.8952382,-121,-53,-42.85752,453.927,10.388,10.85131894,0.139088729,2.952038369,0.686900958,0.038338658,0.136315229,182,180
233035,233,49.2371569,49,14,13.76484,-121.895177,-121,-53,-42.6372,453.069,10.722,10.05995204,1.635491607,3.822541966,-0.225772098,0.275825346,0.022364217,185.6,185.6
234048,234,49.2370761,49,14,13.47396,-121.8951012,-121,-53,-42.36432,452.726,9.697,8.729016787,2.472422062,2.839328537,-0.048988285,0.110756124,-0.144834931,179.2,176.2
235045,235,49.2370156,49,14,13.25616,-121.8950242,-121,-53,-42.08712,451.1,8.885,7.820143885,2.043165468,3.254196643,0.320553781,0.381256656,0.029818956,174.9,174.9
236005,236,49.2369654,49,14,13.07544,-121.8949457,-121,-53,-41.80452,449.392,8.622,8.129496403,-0.088729017,3.254196643,-0.379126731,-0.028753994,-0.191693291,179.2,177.2
237050,237,49.2369037,49,14,12.85332,-121.8948561,-121,-53,-41.48196,446.526,9.424,8.201438849,-0.556354916,5.270983213,-0.247071353,-0.266240682,-0.167199148,173.5,175.5
238011,238,49.2368308,49,14,12.59088,-121.8947689,-121,-53,-41.16804,444.028,10.486,10.38848921,1.333333333,4.107913669,-0.051118211,-0.184238552,0.052183174,179.8,181.8
239030,239,49.2367515,49,14,12.3054,-121.8946753,-121,-53,-40.83108,441.965,10.485,9.832134293,1.460431655,4.304556355,0.597444089,0.32800852,0.074547391,176.5,177.5
240050,240,49.2366841,49,14,12.06276,-121.8945831,-121,-53,-40.49916,440.303,9.964,8.743405276,-0.76498801,4.136690647,1.692225772,0.069222577,0.486687966,182,182
241010,241,49.236628,49,14,11.8608,-121.8944956,-121,-53,-40.18416,439.682,9.358,9.292565947,1.122302158,-0.386091127,0.022364217,0.080937167,-0.007454739,179.3,181.3
242000,242,49.2365718,49,14,11.65848,-121.8944035,-121,-53,-39.8526,438.227,9.139,7.841726619,0.436450839,5.827338129,-0.330138445,0.123535676,-0.052183174,187.9,190.9
243045,243,49.2365063,49,14,11.42268,-121.8943167,-121,-53,-39.54012,434.969,9.347,8.868105516,2.136690647,2.585131894,0.697550586,0.112886049,0.444089457,178.8,181.8
244006,244,49.2364327,49,14,11.15772,-121.8942334,-121,-53,-39.24024,432.005,10.128,9.179856115,5.51558753,6.705035971,-0.258785942,-0.156549521,-0.113951012,178.5,177.5
245055,245,49.2363509,49,14,10.86324,-121.8941417,-121,-53,-38.91012,430.868,10.559,9.29736211,-0.014388489,5.477218225,-0.16400426,0.434504792,0.214057508,174.2,173.2
246015,246,49.2362836,49,14,10.62096,-121.8940622,-121,-53,-38.62392,429.827,9.943,8.616306954,1.244604317,3.419664269,-0.955271565,-0.156549521,-0.370607029,194,194
247005,247,49.2362198,49,14,10.39128,-121.8939893,-121,-53,-38.36148,428.08,8.733,8.371702638,0.105515588,4.501199041,-0.395101171,-0.195953142,0.015974441,200.7,200.7
248050,248,49.2361538,49,14,10.15368,-121.8939184,-121,-53,-38.10624,426.299,8.605,8.87529976,1.527577938,3.011990408,-0.079872204,0.07028754,-0.102236422,205.3,204.3
249011,249,49.2360944,49,14,9.93984,-121.8938512,-121,-53,-37.86432,423.738,8.39,9.388489209,0.189448441,1.508393285,-0.497337593,0.186368477,-0.337593184,227.3,226.3
250002,250,49.2360332,49,14,9.71952,-121.8937816,-121,-53,-37.61376,421.069,8.694,9.426858513,1.784172662,2.417266187,0.039403621,0.243876464,0.149094782,235.8,232.8
251020,251,49.2359685,49,14,9.4866,-121.8937141,-121,-53,-37.37076,418.46,8.809,8.03117506,4.273381295,5.654676259,-0.244941427,-0.218317359,-0.324813632,247.4,245.4
252010,252,49.2359005,49,14,9.2418,-121.8936514,-121,-53,-37.14504,416.223,8.631,8.829736211,3.820143885,3.980815348,-0.42172524,-0.153354633,-0.143769968,247.2,249.2
253000,253,49.2358355,49,14,9.0078,-121.8936171,-121,-53,-37.02156,414.31,7.539,9.51558753,2.808153477,0.709832134,-0.252396166,-0.198083067,-0.212992545,265.7,263.7
254016,254,49.2357752,49,14,8.79072,-121.893642,-121,-53,-37.1112,410.903,6.603,9.191846523,1.134292566,1.299760192,0.759318424,-0.148029819,0.45686901,276.6,278.6
255007,255,49.2357405,49,14,8.6658,-121.8937286,-121,-53,-37.42296,406.957,7.961,11.66666667,-0.508393285,0.79616307,-0.047923323,-0.212992545,0.177848775,285.7,283.7
256025,256,49.2357338,49,14,8.64168,-121.8938631,-121,-53,-37.90716,403.481,10.244,10.91846523,-2.199040767,3.424460432,-0.369542066,-0.133120341,-0.232161874,283.9,282.9
257015,257,49.2357535,49,14,8.7126,-121.8940082,-121,-53,-38.42952,401.398,11.095,10.4676259,1.395683453,3.841726619,0.088391906,-0.04685836,0.076677316,284.1,287.1
258005,258,49.2357728,49,14,8.78208,-121.8941445,-121,-53,-38.9202,400.347,9.88,9.117505995,-0.788968825,-0.03117506,0.206602769,-0.085197018,-0.143769968,279.7,282.7
259021,259,49.2357761,49,14,8.79396,-121.8942711,-121,-53,-39.37596,399.09,8.51,9.309352518,-0.73381295,-1.251798561,0.369542066,0.452609159,-0.144834931,292.4,295.4
260012,260,49.2357728,49,14,8.78208,-121.8943821,-121,-53,-39.77556,396.921,7.963,7.263788969,-0.947242206,5.944844125,0.502662407,-0.432374867,0.333333333,285.2,288.2
261030,261,49.2357767,49,14,8.79612,-121.8944908,-121,-53,-40.16688,394.144,8.206,8.330935252,-0.237410072,3.73381295,-0.431309904,-0.124600639,-0.039403621,287,287
262020,262,49.235797,49,14,8.8692,-121.8946136,-121,-53,-40.60896,390.866,9.502,10.20623501,0.949640288,1.976019185,0.127795527,-0.007454739,0.193823216,289.5,288.5
263037,263,49.2358227,49,14,8.96172,-121.8947486,-121,-53,-41.09496,388.188,10.435,10.00959233,1.131894484,2.537170264,-0.584664537,-0.01171459,-0.254526092,292,295
264002,264,49.2358462,49,14,9.04632,-121.8948819,-121,-53,-41.57484,385.965,10.216,9.822541966,0.215827338,2.568345324,0.340788072,-0.174653887,0.111821086,278.7,280.7
265017,265,49.2358596,49,14,9.09456,-121.8950225,-121,-53,-42.081,383.958,9.838,9.194244604,0.988009592,2.047961631,0.101171459,0.064962726,0.09371672,292.5,294.5
266035,266,49.2358699,49,14,9.13164,-121.8951508,-121,-53,-42.54288,382.024,9.313,9.24940048,-0.03117506,4.103117506,-0.110756124,0.012779553,-0.068157614,290.6,288.6
267025,267,49.2358827,49,14,9.17772,-121.8952749,-121,-53,-42.98964,379.688,9.363,9.158273381,-0.748201439,2.131894484,0.394036209,-0.146964856,0.834930777,283.3,285.3
268015,268,49.2359004,49,14,9.24144,-121.8954022,-121,-53,-43.44792,377.111,9.537,9.393285372,-0.589928058,3.095923261,0.004259851,0.068157614,-0.003194888,260.8,261.8
269031,269,49.2359155,49,14,9.2958,-121.8955386,-121,-53,-43.93896,374.414,9.731,7.808153477,-5.160671463,3.551558753,0.248136315,-0.183173589,0.038338658,244.5,242.5
270022,270,49.2359214,49,14,9.31704,-121.8956716,-121,-53,-44.41776,371.628,9.633,8.90647482,-4.282973621,3.347721823,-0.259850905,0.244941427,-0.843450479,241,238
271040,271,49.2359062,49,14,9.26232,-121.8957989,-121,-53,-44.87604,369.103,9.189,9.477218225,0.112709832,2.110311751,0.125665602,-0.144834931,0.031948882,232.4,234.4
272030,272,49.2358741,49,14,9.14676,-121.8959118,-121,-53,-45.28248,366.606,8.72,9.410071942,1.877697842,1.743405276,0.261980831,0.356762513,0.03514377,242.2,241.2
273020,273,49.2358312,49,14,8.99232,-121.8960104,-121,-53,-45.63744,364.044,8.639,9.371702638,1.083932854,3.489208633,0.139510117,-0.020234292,0.121405751,228.8,228.8
274036,274,49.2357771,49,14,8.79756,-121.8961108,-121,-53,-45.99888,361.885,9.014,9.681055156,0.935251799,2.378896882,-0.321618743,0.022364217,-0.21086262,234.1,231.1
275027,275,49.2357252,49,14,8.61072,-121.8962114,-121,-53,-46.36104,359.975,9.493,9.35971223,0.354916067,3.374100719,-0.372736954,0.902023429,-0.075612354,231.7,234.7
276045,276,49.2356695,49,14,8.4102,-121.8963161,-121,-53,-46.73796,358.297,9.865,8.966426859,0.035971223,2.052757794,-0.979765708,-0.314164004,0.120340788,237,237
277035,277,49.2356123,49,14,8.20428,-121.8964141,-121,-53,-47.09076,356.636,9.594,9.299760192,0.141486811,3.48441247,0.739084132,0.458998935,0.019169329,238,236
278025,278,49.2355488,49,14,7.97568,-121.8965077,-121,-53,-47.42772,355.493,9.75,8.649880096,-0.918465228,3.973621103,-0.091586794,0.019169329,0.002129925,238.7,237.7
279041,279,49.2354794,49,14,7.72584,-121.896603,-121,-53,-47.7708,353.631,9.763,7.961630695,-0.558752998,4.683453237,0.231096912,-0.236421725,0.385516507,234.5,231.5
280032,280,49.2354144,49,14,7.49184,-121.8966955,-121,-53,-48.1038,351.692,9.853,8.741007194,-1.942446043,4.705035971,-0.126730564,-0.266240682,-0.166134185,241.4,242.4
281050,281,49.235353,49,14,7.2708,-121.8967866,-121,-53,-48.43176,349.604,9.874,9.90647482,1.539568345,3.808153477,-0.369542066,0.04685836,-0.036208733,233.9,232.9
282040,282,49.2352865,49,14,7.0314,-121.8968814,-121,-53,-48.77304,348.061,10.093,9.48441247,2.239808153,3.824940048,0.130990415,-0.033013845,0.094781683,241.7,239.7
283030,283,49.2352186,49,14,6.78696,-121.8969638,-121,-53,-49.06968,346.52,9.554,10.31894484,1.333333333,2.220623501,0.417465389,0.091586794,0.273695421,234.3,235.3
284019,284,49.2351503,49,14,6.54108,-121.8970361,-121,-53,-49.32996,345.869,9.087,8.107913669,0.12470024,2.45323741,-0.099041534,-0.020234292,-0.227902023,231.2,233.2
285010,285,49.2350865,49,14,6.3114,-121.8971063,-121,-53,-49.58268,345.189,8.676,8.721822542,-0.738609113,2.928057554,-0.560170394,-0.15228967,-0.133120341,231.4,232.4
286000,286,49.2350349,49,14,6.12564,-121.897187,-121,-53,-49.8732,344.096,8.304,9.625899281,0.32853717,2.047961631,0.207667732,0.112886049,0.268370607,231,230
287045,287,49.2349847,49,14,5.94492,-121.8972827,-121,-53,-50.21772,342.862,8.566,10.0647482,0.64028777,1.362110312,0.026624068,-0.060702875,-0.012779553,238.1,239.1
288004,288,49.2349367,49,14,5.77212,-121.8973705,-121,-53,-50.5338,341.916,9.012,9.815347722,1.29736211,3.489208633,-0.402555911,0.062832801,0.010649627,235.1,237.1
289000,289,49.2348799,49,14,5.56764,-121.8974605,-121,-53,-50.8578,341.618,9.184,9.839328537,0.167865707,2.131894484,0.223642173,-0.051118211,0.146964856,229.7,232.7
290014,290,49.2348238,49,14,5.36568,-121.8975612,-121,-53,-51.22032,341.351,9.153,9.127098321,-0.748201439,2.803357314,0.041533546,0.150159744,-0.123535676,228.7,231.7
291005,291,49.2347761,49,14,5.19396,-121.8976601,-121,-53,-51.57636,341.295,8.878,8.105515588,1.678657074,2.666666667,0.060702875,0.004259851,0.173588924,238,235
292050,292,49.2347315,49,14,5.0334,-121.897774,-121,-53,-51.9864,340.294,9.028,9.426858513,1.103117506,2.913669065,-0.05857295,0.002129925,0.151224707,230.6,231.6
293040,293,49.2346885,49,14,4.8786,-121.8978825,-121,-53,-52.377,339.242,9.2,8.798561151,0.326139089,2.743405276,0.33972311,0.227902023,-0.094781683,227.3,226.3
294030,294,49.2346452,49,14,4.72272,-121.8979868,-121,-53,-52.75248,338.259,9.228,9.678657074,-1.213429257,3.117505995,-0.010649627,0.228966986,-0.036208733,229.9,227.9
