Milliseconds,Seconds,Latitude,Lat Degree,Lat Minute,Lat Second,Longitude,Long Degree,Long Minute,Long Second,Altitude,Speed,AcclX,AcclY,AcclZ,GyroX,GyroY,GyroZ,Course,Heading
295019,295,49.234605,49,14,4.578,-121.8980921,-121,-53,-53.13156,337.178,8.866,9.71942446,-2.872901679,2.083932854,-0.017039404,-0.157614483,0.022364217,221.7,223.7
296010,296,49.2345641,49,14,4.43076,-121.8982041,-121,-53,-53.53476,336.952,9.521,8.510791367,-2.717026379,3.489208633,-0.270500532,0.236421725,-0.431309904,232,231
297000,297,49.2345266,49,14,4.29576,-121.8983147,-121,-53,-53.93292,336.904,8.967,10.36211031,-0.793764988,2.004796163,-0.154419595,-0.014909478,-0.467518637,219.7,219.7
298045,298,49.2344809,49,14,4.13124,-121.8984191,-121,-53,-54.30876,336.848,8.662,9.669064748,1.247002398,1.889688249,0.197018104,0.631522897,0.340788072,223.7,222.7
299008,299,49.234426,49,14,3.9336,-121.8984966,-121,-53,-54.58776,336.812,8.3,9.242206235,1.194244604,1.846522782,0.264110756,0.05857295,0.195953142,227,228
300052,300,49.2343565,49,14,3.6834,-121.8985554,-121,-53,-54.79944,335.755,8.313,9.347721823,0.127098321,4.561151079,-0.047923323,0.173588924,0.055378062,217.1,214.1
301015,301,49.2342935,49,14,3.4566,-121.8985944,-121,-53,-54.93984,335.438,8.112,8.851318945,-0.290167866,2.817745803,0.320553781,0.008519702,0.370607029,226.7,225.7
302005,302,49.2342348,49,14,3.24528,-121.8986382,-121,-53,-55.09752,334.508,7.342,9.227817746,1.537170264,4.364508393,-1.02342918,-0.520766773,-0.430244941,222.8,225.8
303050,303,49.2341783,49,14,3.04188,-121.89868,-121,-53,-55.248,333.677,6.601,8.374100719,1.03117506,2.971223022,1.963791267,2.233226837,-0.305644302,223.1,225.1
304013,304,49.2341293,49,14,2.86548,-121.8987037,-121,-53,-55.33332,332.355,6.015,6.39088729,1.899280576,-10.98321343,0.271565495,0.022364217,0.067092652,216.6,214.6
305057,305,49.2340708,49,14,2.65488,-121.8987256,-121,-53,-55.41216,329.998,6.486,8.42206235,-0.64028777,3.366906475,-0.056443024,0.053248136,-0.069222577,214.2,217.2
306020,306,49.2340149,49,14,2.45364,-121.8987525,-121,-53,-55.509,326.827,7.144,9.206235012,-0.527577938,1.292565947,0.074547391,-0.104366347,0.183173589,226.8,224.8
307010,307,49.2339525,49,14,2.229,-121.898805,-121,-53,-55.698,323.359,8.156,10.68345324,0.659472422,4.083932854,-0.139510117,-0.211927583,-0.157614483,218,221
308000,308,49.2338908,49,14,2.00688,-121.8988724,-121,-53,-55.94064,320.658,8.496,10.04556355,2.532374101,2.520383693,-0.083067093,0.012779553,0.048988285,227.3,230.3
309018,309,49.2338328,49,14,1.79808,-121.8989369,-121,-53,-56.17284,317.99,7.342,8.940047962,2.167865707,1.103117506,0.025559105,-0.039403621,-0.041533546,215,212
310004,310,49.2337763,49,14,1.59468,-121.8989785,-121,-53,-56.3226,315.112,6.822,8.446043165,1.06235012,4.033573141,0.085197018,0.048988285,0.068157614,218.4,221.4
311025,311,49.2337163,49,14,1.37868,-121.8990125,-121,-53,-56.445,311.897,7.123,9.069544365,-0.199040767,2.167865707,-0.038338658,0.027689031,-0.071352503,218.7,221.7
312015,312,49.2336565,49,14,1.1634,-121.8990554,-121,-53,-56.59944,308.134,7.543,9.573141487,-0.033573141,2.630695444,-0.142705005,-0.109691161,0.018104366,219.4,221.4
313005,313,49.2335894,49,14,0.92184,-121.8991174,-121,-53,-56.82264,304.568,8.824,9.81294964,0.122302158,3.141486811,0.138445154,-0.029818956,0.009584665,219,217
314023,314,49.2335172,49,14,0.66192,-121.8991857,-121,-53,-57.06852,301.494,9.088,10.46282974,0.784172662,3.223021583,-0.096911608,0.015974441,-0.108626198,214.1,213.1
315009,315,49.2334467,49,14,0.40812,-121.8992461,-121,-53,-57.28596,299.43,8.966,9.26618705,2.206235012,2.465227818,0.102236422,0.024494143,0.182108626,226.9,225.9
316030,316,49.2333772,49,14,0.15792,-121.8993033,-121,-53,-57.49188,296.98,8.893,9.647482014,1.143884892,2.90647482,-0.003194888,0.209797657,0.286474973,216.1,216.1
317020,317,49.2333049,49,13,59.89764,-121.8993618,-121,-53,-57.70248,295.136,9.201,9.179856115,-1.304556355,2.302158273,-0.012779553,-0.040468584,-0.076677316,220,220
318010,318,49.2332335,49,13,59.6406,-121.8994328,-121,-53,-57.95808,293.429,9.619,10.26139089,0.242206235,4.055155875,-0.332268371,-0.062832801,-0.073482428,216.5,213.5
319000,319,49.2331621,49,13,59.38356,-121.8995194,-121,-53,-58.26984,292.708,10.536,10.57314149,0.206235012,4.470023981,0.207667732,-0.059637913,0.069222577,222.9,220.9
320018,320,49.2330875,49,13,59.115,-121.8996128,-121,-53,-58.60608,293.261,10.22,10.48920863,0.021582734,3.340527578,0.36315229,0.040468584,0.142705005,220,221
321004,321,49.2330178,49,13,58.86408,-121.8996769,-121,-53,-58.83684,293.922,8.982,8.160671463,1.175059952,2.856115108,-0.288604899,-0.091586794,0.025559105,222.6,219.6
322025,322,49.2329562,49,13,58.64232,-121.8997115,-121,-53,-58.9614,294.48,7.43,9.448441247,0.470023981,3.354916067,-0.48455804,0.428115016,-0.118210863,219.3,217.3
323015,323,49.2328973,49,13,58.43028,-121.8997338,-121,-53,-59.04168,295.467,6.824,7.412470024,-2.213429257,5.407673861,1.139510117,-0.171458999,0.5314164,218.8,221.8
324005,324,49.2328394,49,13,58.22184,-121.8997544,-121,-53,-59.11584,295.263,6.708,7.923261391,-1.023980815,2.90647482,-1.048988285,0.015974441,-0.274760383,221.4,222.4
325023,325,49.2327743,49,13,57.98748,-121.8997951,-121,-53,-59.26236,294.615,7.695,9.848920863,-1.323741007,3.239808153,0.615548456,-0.162939297,0.212992545,224.8,221.8
326009,326,49.2327085,49,13,57.7506,-121.8998648,-121,-53,-59.51328,294.585,9.157,11.33573141,-0.944844125,3.395683453,0.036208733,0.008519702,-0.110756124,218.2,217.2
327030,327,49.2326524,49,13,57.54864,-121.8999386,-121,-53,-59.77896,295.915,8.084,9.172661871,0.952038369,3.292565947,0.205537806,0.240681576,-0.050053248,225,222
328020,328,49.2326041,49,13,57.37476,-121.8999978,-121,-53,-59.99208,296.908,6.601,8.448441247,0.167865707,2.613908873,0.038338658,0.018104366,-0.091586794,214.7,215.7
329010,329,49.2325549,49,13,57.19764,-121.9000409,-121,-54,-0.14724,297.264,6.22,8.163069544,1.597122302,1.923261391,0.054313099,0.054313099,0.195953142,224.2,223.2
330028,330,49.2325003,49,13,57.00108,-121.9000802,-121,-54,-0.28872,296.438,6.493,9.479616307,-0.23501199,3.498800959,-0.211927583,-0.130990415,-0.024494143,213.4,212.4
331014,331,49.2324451,49,13,56.80236,-121.9001297,-121,-54,-0.46692,295.733,7.104,9.822541966,-2.033573141,4.827338129,-0.204472843,0.121405751,-0.273695421,214.6,217.6
332035,332,49.2323957,49,13,56.62452,-121.9002022,-121,-54,-0.72792,295.355,7.832,9.75059952,-0.184652278,3.110311751,0.414270501,-0.009584665,0.380191693,223,225
333025,333,49.2323516,49,13,56.46576,-121.9002876,-121,-54,-1.03536,295.028,8.11,9.669064748,1.611510791,4.047961631,0.005324814,-0.107561235,-0.214057508,225.8,223.8
334043,334,49.2323107,49,13,56.31852,-121.9003693,-121,-54,-1.32948,293.854,7.102,9.230215827,1.275779376,1.287769784,-1.49627263,0.276890309,-0.125665602,217.1,218.1
335005,335,49.2322683,49,13,56.16588,-121.9004211,-121,-54,-1.51596,292.912,5.802,8.446043165,0.414868106,2.654676259,-0.286474973,-0.015974441,-0.284345048,233.3,232.3
336019,336,49.2322197,49,13,55.99092,-121.9004594,-121,-54,-1.65384,291.413,5.997,8.613908873,-2.153477218,2.489208633,0.369542066,0.221512247,0.085197018,256.4,259.4
337040,337,49.232171,49,13,55.8156,-121.9005044,-121,-54,-1.81584,289.828,6.44,9.002398082,-0.213429257,2.201438849,-0.909478168,-0.100106496,-0.167199148,258,261
338030,338,49.2321248,49,13,55.64928,-121.9005691,-121,-54,-2.04876,288.058,7.293,9.371702638,-1.369304556,3.553956835,1.32800852,-0.580404686,0.716719915,255.9,253.9
339048,339,49.2320888,49,13,55.51968,-121.9006744,-121,-54,-2.42784,286.339,8.459,10.6498801,-0.661870504,2.980815348,-0.182108626,0.422790202,0.182108626,238.5,241.5
340010,340,49.2320746,49,13,55.46856,-121.9007917,-121,-54,-2.85012,284.611,8.726,7.860911271,-3.225419664,4.364508393,0.522896699,-0.238551651,-0.009584665,232.7,233.7
341024,341,49.2320693,49,13,55.44948,-121.9008992,-121,-54,-3.23712,283.054,7.72,7.729016787,-1.717026379,3.508393285,0.595314164,-0.21086262,0.100106496,224.6,226.6
342045,342,49.2320524,49,13,55.38864,-121.9009894,-121,-54,-3.56184,279.935,6.399,8.443645084,-3.09352518,0.03117506,0.014909478,-0.265175719,0.015974441,208.6,210.6
343035,343,49.2320059,49,13,55.22124,-121.901048,-121,-54,-3.7728,275.664,6.314,10.82494005,-3.095923261,0.381294964,-0.038338658,0.10543131,0.136315229,202.6,203.6
344001,344,49.2319325,49,13,54.957,-121.9010652,-121,-54,-3.83472,271.788,7.905,11.58273381,-2.110311751,1.340527578,-0.109691161,0.481363152,-0.378061768,191.3,193.3
345039,345,49.2318418,49,13,54.63048,-121.9010453,-121,-54,-3.76308,269.244,9.38,9.134292566,1.846522782,3.510791367,0.238551651,0.069222577,0.007454739,182.6,182.6
346005,346,49.2317745,49,13,54.3882,-121.9009934,-121,-54,-3.57624,267.431,8.78,6.666666667,1.630695444,6.841726619,0.308839191,-0.084132055,-0.08200213,168.4,168.4
347050,347,49.2317143,49,13,54.17148,-121.9009128,-121,-54,-3.28608,265.043,8.578,8.482014388,1.386091127,2.966426859,0.087326944,-0.002129925,-0.183173589,181.5,182.5
348040,348,49.2316669,49,13,54.00084,-121.9008148,-121,-54,-2.93328,262.041,8.958,8.949640288,0.805755396,1.443645084,-0.162939297,0.086261981,-0.136315229,173.3,173.3
349006,349,49.2316137,49,13,53.80932,-121.9007148,-121,-54,-2.57328,259.303,9.492,9.786570743,0.544364508,2.450839329,-0.618743344,-0.029818956,-0.018104366,182.8,182.8
350020,350,49.2315494,49,13,53.57784,-121.9006161,-121,-54,-2.21796,256.413,9.578,9.834532374,1.1558753,3.105515588,-2.133120341,-0.357827476,-1.120340788,182.2,183.2
351034,351,49.2314832,49,13,53.33952,-121.9005309,-121,-54,-1.91124,254.253,9.503,9.549160671,-3.374100719,4.659472422,0.038338658,-0.042598509,0.12886049,179.9,180.9
352000,352,49.2314221,49,13,53.11956,-121.9004642,-121,-54,-1.67112,252.109,8.839,7.925659472,4.800959233,4.856115108,1.010649627,0.224707135,0.592119276,188.1,190.1
353045,353,49.2313545,49,13,52.8762,-121.9003993,-121,-54,-1.43748,250.01,8.199,9.131894484,1.357314149,0.201438849,0.073482428,0.134185304,0.243876464,202.4,200.4
354011,354,49.2312859,49,13,52.62924,-121.9003604,-121,-54,-1.29744,248.149,7.868,9.117505995,-1.023980815,2.32853717,0.029818956,0.043663472,0.100106496,193.8,193.8
355025,355,49.2312082,49,13,52.34952,-121.9003543,-121,-54,-1.27548,246.134,7.989,9.299760192,-1.354916067,3.705035971,-0.217252396,-0.018104366,-0.071352503,200.3,201.3
356039,356,49.2311312,49,13,52.07232,-121.9003682,-121,-54,-1.32552,243.951,8.441,9.649880096,0.402877698,2.985611511,0.067092652,-0.104366347,-0.056443024,202.5,199.5
357005,357,49.2310531,49,13,51.79116,-121.9003802,-121,-54,-1.36872,242.426,9.076,9.793764988,1.549160671,4.160671463,0.003194888,-0.026624068,0.014909478,191,193
358050,358,49.2309682,49,13,51.48552,-121.9003812,-121,-54,-1.37232,240.329,8.948,9.525179856,1.800959233,4.103117506,0.106496273,-0.017039404,0.037273695,194.7,195.7
359040,359,49.2308923,49,13,51.21228,-121.9003729,-121,-54,-1.34244,238.765,8.436,8.537170264,0.151079137,3.191846523,-0.428115016,-0.17571885,-0.17571885,197.3,197.3
360006,360,49.2308193,49,13,50.94948,-121.9003797,-121,-54,-1.36692,237.048,8.237,9.273381295,-0.824940048,4.023980815,0.130990415,0.218317359,0.056443024,193,196
361044,361,49.2307455,49,13,50.6838,-121.9004055,-121,-54,-1.4598,235.349,8.083,9.074340528,1.829736211,4.285371703,-0.158679446,-0.136315229,-0.037273695,194.9,191.9
362010,362,49.2306819,49,13,50.45484,-121.9004405,-121,-54,-1.5858,233.507,8.02,8.896882494,2.434052758,3.24940048,-0.055378062,-0.077742279,0.111821086,198.1,195.1
363000,363,49.2306092,49,13,50.19312,-121.9004701,-121,-54,-1.69236,232.027,8.198,9,3.798561151,3.529976019,-0.089456869,0.028753994,-0.09371672,197,198
364045,364,49.2305335,49,13,49.9206,-121.9004842,-121,-54,-1.74312,229.957,8.169,8.477218225,1.532374101,3.429256595,-0.05857295,-0.027689031,0.119275825,189.5,189.5
365011,365,49.2304597,49,13,49.65492,-121.9004883,-121,-54,-1.75788,228.154,8.21,9.693045564,1.088729017,3.503597122,-0.405750799,-0.078807242,-0.385516507,191.5,193.5
366049,366,49.2303799,49,13,49.36764,-121.9004974,-121,-54,-1.79064,226.16,8.431,8.988009592,0.529976019,4.131894484,-0.522896699,-0.109691161,0.076677316,192.7,193.7
367015,367,49.2303085,49,13,49.1106,-121.9005103,-121,-54,-1.83708,224.578,8.467,9.477218225,1.997601918,4.182254197,-0.002129925,-0.062832801,-0.389776358,190.1,192.1
368005,368,49.230237,49,13,48.8532,-121.9005221,-121,-54,-1.87956,223.19,7.906,8.724220624,1.705035971,3.800959233,0.048988285,0.225772098,0.07028754,198.2,201.2
369050,369,49.2301649,49,13,48.59364,-121.9005326,-121,-54,-1.91736,221.902,7.458,8.232613909,2.383693046,3.529976019,-0.112886049,0.003194888,-0.062832801,199.5,202.5
370016,370,49.2300976,49,13,48.35136,-121.9005492,-121,-54,-1.97712,220.471,7.473,8.549160671,2.352517986,4.419664269,-0.190628328,-0.233226837,0.096911608,195.9,195.9
371054,371,49.230031,49,13,48.1116,-121.9005817,-121,-54,-2.09412,218.106,7.485,8.736211031,1.074340528,2.755395683,-0.073482428,-0.170394036,-0.053248136,189.6,188.6
372020,372,49.2299702,49,13,47.89272,-121.9006198,-121,-54,-2.23128,216.053,7.977,9.985611511,-1.755395683,0.39088729,0.277955272,-0.071352503,0.198083067,191.3,189.3
373010,373,49.2299011,49,13,47.64396,-121.9006672,-121,-54,-2.40192,214.172,8.546,8.597122302,2.263788969,4.172661871,-0.192758253,-0.116080937,-0.047923323,200.5,201.5
374000,374,49.2298321,49,13,47.39556,-121.9007125,-121,-54,-2.565,212.045,8.477,9.148681055,2.213429257,3.460431655,0.129925453,0.266240682,0.095846645,198.1,201.1
375021,375,49.2297587,49,13,47.13132,-121.9007541,-121,-54,-2.71476,209.77,8.16,8.527577938,2.007194245,4.496402878,0.020234292,-0.027689031,0.013844515,198.5,195.5
376001,376,49.2296879,49,13,46.87644,-121.9007908,-121,-54,-2.84688,207.785,8.371,8.848920863,1.976019185,4.105515588,-0.169329073,-0.120340788,0.119275825,196.2,194.2
377025,377,49.2296214,49,13,46.63704,-121.9008271,-121,-54,-2.97756,205.829,7.804,9.544364508,0.455635492,4.338129496,-0.010649627,-0.064962726,-0.125665602,200.3,201.3
378015,378,49.2295575,49,13,46.407,-121.900864,-121,-54,-3.1104,203.947,7.543,10.09352518,-0.151079137,2.976019185,0.288604899,-0.184238552,0.455804047,200.8,198.8
379005,379,49.2294949,49,13,46.18164,-121.9008959,-121,-54,-3.22524,201.848,7.394,9.160671463,3.565947242,2.64028777,-1.259850905,0.095846645,-0.78913738,189.3,188.3
380026,380,49.2294291,49,13,45.94476,-121.9009205,-121,-54,-3.3138,199.772,7.403,8.784172662,-0.841726619,3.928057554,-0.637912673,-0.050053248,-0.168264111,206.7,207.7
381006,381,49.2293668,49,13,45.72048,-121.9009459,-121,-54,-3.40524,197.336,7.26,9.477218225,1.110311751,3.551558753,-0.033013845,-0.205537806,-0.118210863,210.5,207.5
382030,382,49.2293023,49,13,45.48828,-121.90098,-121,-54,-3.528,195.524,7.892,9.448441247,1.458033573,2.136690647,0.535676251,0.039403621,0.376996805,226.3,226.3
383020,383,49.2292391,49,13,45.26076,-121.9010224,-121,-54,-3.68064,194.181,7.5,9.71942446,-1.997601918,2.707434053,-0.119275825,0.062832801,-0.107561235,227.8,229.8
384041,384,49.2291877,49,13,45.07572,-121.9010863,-121,-54,-3.91068,192.976,7.2,8.441247002,-0.587529976,3.529976019,0.015974441,-0.067092652,0.116080937,227.4,229.4
385000,385,49.2291454,49,13,44.92344,-121.9011648,-121,-54,-4.19328,191.211,7.721,9.426858513,-0.18705036,2.985611511,0.07028754,-0.139510117,0.174653887,217.3,216.3
386011,386,49.2291076,49,13,44.78736,-121.9012459,-121,-54,-4.48524,189.144,7.438,9.472422062,1.417266187,1.976019185,0.087326944,-0.04685836,0.084132055,227,224
387035,387,49.2290603,49,13,44.61708,-121.9013204,-121,-54,-4.75344,187.298,7.911,9.165467626,1.678657074,3.107913669,-0.886048988,-0.154419595,-0.206602769,223.7,222.7
388025,388,49.2290044,49,13,44.41584,-121.9013876,-121,-54,-4.99536,185.325,8.276,9.928057554,0.772182254,3.278177458,0.71884984,-0.253461129,0.471778488,223.9,226.9
389015,389,49.2289489,49,13,44.21604,-121.9014466,-121,-54,-5.20776,184.258,7.947,8.613908873,-0.335731415,3.820143885,-0.57827476,-0.033013845,-0.064962726,219.4,222.4
390036,390,49.2288949,49,13,44.02164,-121.9015069,-121,-54,-5.42484,183.015,7.344,8.90647482,0.8441247,3.151079137,0.232161874,-0.030883919,0.045793397,226.9,229.9
391016,391,49.2288495,49,13,43.8582,-121.9015657,-121,-54,-5.63652,181.328,6.999,8.944844125,0.069544365,2.709832134,-0.028753994,0.004259851,-0.094781683,232.3,232.3
392040,392,49.2288018,49,13,43.68648,-121.9016293,-121,-54,-5.86548,179.449,7.435,8.904076739,2.839328537,2.755395683,0.417465389,-0.097976571,0.252396166,220.2,217.2
393030,393,49.2287449,49,13,43.48164,-121.9016911,-121,-54,-6.08796,177.58,7.952,9.666666667,1.247002398,4.009592326,0.414270501,0.019169329,0.003194888,224.1,223.1
394020,394,49.2286844,49,13,43.26384,-121.901757,-121,-54,-6.3252,175.949,8.47,10.50119904,1.371702638,2.784172662,0.037273695,-0.020234292,0.048988285,225.9,227.9
395041,395,49.2286204,49,13,43.03344,-121.9018264,-121,-54,-6.57504,174.913,8.31,9.302158273,2.079136691,3.87529976,0.071352503,0.067092652,0.26943557,248.7,249.7
396021,396,49.2285702,49,13,42.85272,-121.9018864,-121,-54,-6.79104,174.438,7.082,8.282973621,0.131894484,2.278177458,-0.238551651,0.25772098,0.079872204,262,259
397045,397,49.2285254,49,13,42.69144,-121.9019372,-121,-54,-6.97392,172.837,6.137,6.467625899,-6.400479616,6.470023981,0.356762513,-0.277955272,0.184238552,282,281
398035,398,49.2284835,49,13,42.5406,-121.9019867,-121,-54,-7.15212,170.703,5.832,6.81294964,-3.532374101,4.263788969,0.323748669,-0.075612354,0.239616613,288,291
399025,399,49.2284387,49,13,42.37932,-121.9020168,-121,-54,-7.26048,167.389,5.53,8.853717026,-4.635491607,1.748201439,0.076677316,-0.09371672,0.100106496,313.7,312.7
400046,400,49.2283744,49,13,42.14784,-121.902009,-121,-54,-7.2324,163.515,7.108,9.904076739,-4.431654676,-0.134292566,-0.101171459,-0.1171459,-0.156549521,335.5,334.5
401026,401,49.2283029,49,13,41.89044,-121.9019453,-121,-54,-7.00308,158.912,9.737,12.07673861,-0.388489209,1.287769784,0.063897764,-0.027689031,-0.094781683,8.1,5.1
402050,402,49.2282427,49,13,41.67372,-121.9018151,-121,-54,-6.53436,155.02,12.145,11.70023981,0.947242206,1.055155875,0.510117146,-0.167199148,0.019169329,14,16
403040,403,49.2282278,49,13,41.62008,-121.9016411,-121,-54,-5.90796,151.5,13.079,11.14148681,2.623501199,3.436450839,-0.392971246,0.165069223,-0.42172524,48.5,48.5
404030,404,49.2282581,49,13,41.72916,-121.901464,-121,-54,-5.2704,149.777,12.853,10.74820144,2.086330935,4.050359712,-0.068157614,-0.055378062,-0.048988285,54,52
405051,405,49.2283194,49,13,41.94984,-121.9013048,-121,-54,-4.69728,149.813,12.144,9.73381295,-0.086330935,2.743405276,-0.251331203,0.073482428,0.009584665,72.3,71.3
406031,406,49.228373,49,13,42.1428,-121.9011784,-121,-54,-4.24224,148.949,10.982,7.57793765,3.477218225,3.462829736,-0.290734824,0,-0.027689031,79,78
407000,407,49.2284129,49,13,42.28644,-121.9010564,-121,-54,-3.80304,147.024,10.738,7.791366906,3.208633094,0.752997602,0.02342918,-0.133120341,-0.136315229,93.3,93.3
408045,408,49.2284384,49,13,42.37824,-121.9009118,-121,-54,-3.28248,143.846,10.603,7.561151079,6.683453237,5.966426859,-0.188498403,-0.111821086,-0.137380192,98.8,98.8
409035,409,49.2284467,49,13,42.40812,-121.9007602,-121,-54,-2.73672,140.903,11.279,9.410071942,3.568345324,3.477218225,0.103301384,-0.218317359,0.158679446,110.4,110.4
410004,410,49.2284306,49,13,42.35016,-121.9006103,-121,-54,-2.19708,138.623,11.034,9.820143885,4.055155875,1.494004796,-0.338658147,-0.18743344,-0.230031949,128.8,129.8
411036,411,49.2283778,49,13,42.16008,-121.9004609,-121,-54,-1.65924,137.519,11.5,11.24940048,-1.040767386,1.402877698,-0.018104366,-0.094781683,0.126730564,175.2,176.2
412005,412,49.2283027,49,13,41.88972,-121.9003763,-121,-54,-1.35468,136.099,10.292,10.82254197,-1.527577938,2.51558753,-0.469648562,0.116080937,-0.037273695,176.3,177.3
413050,413,49.2282059,49,13,41.54124,-121.9003477,-121,-54,-1.25172,135.083,9.669,10.46522782,-1.143884892,3.527577938,0.160809372,0.155484558,0.285410011,192.4,194.4
414040,414,49.2281215,49,13,41.2374,-121.9003641,-121,-54,-1.31076,134.47,9.198,9.434052758,0.474820144,3.904076739,0.378061768,0.040468584,0.097976571,197.1,199.1
415009,415,49.2280466,49,13,40.96776,-121.9003888,-121,-54,-1.39968,133.54,8.29,8.184652278,1.623501199,-0.741007194,-0.401490948,0.019169329,-0.085197018,196.9,193.9
416041,416,49.2279695,49,13,40.6902,-121.9003951,-121,-54,-1.42236,131.173,8.002,9.292565947,1.426858513,1.196642686,-0.17571885,0.102236422,-0.243876464,190.4,191.4
417010,417,49.2278973,49,13,40.43028,-121.9003818,-121,-54,-1.37448,128.851,8.333,9.261390887,1.947242206,2.316546763,0.241746539,0.076677316,0.263045793,175,175
418000,418,49.2278175,49,13,40.143,-121.9003587,-121,-54,-1.29132,126.29,8.956,9.556354916,0.299760192,1.645083933,-0.208732694,0.154419595,-0.009584665,167.2,165.2
419045,419,49.2277305,49,13,39.8298,-121.9003413,-121,-54,-1.22868,123.493,9.124,9.846522782,0.146282974,4.21822542,0.236421725,-0.002129925,0.183173589,166.8,165.8
420014,420,49.2276452,49,13,39.52272,-121.9003403,-121,-54,-1.22508,121.098,9.361,10.04556355,-0.990407674,3.458033573,1.009584665,-0.253461129,0.282215122,162.9,163.9
421046,421,49.227556,49,13,39.2016,-121.9003256,-121,-54,-1.17216,118.848,9.184,9.239808153,1.508393285,3.23501199,0.087326944,-0.125665602,-0.034078807,148.4,150.4
422015,422,49.2274773,49,13,38.91828,-121.9002851,-121,-54,-1.02636,116.314,9.854,9.73381295,-0.482014388,2.458033573,0.099041534,-0.030883919,0.104366347,137.8,136.8
423005,423,49.2273943,49,13,38.61948,-121.9002169,-121,-54,-0.78084,114.123,10.545,9.700239808,-0.067146283,2.613908873,0.021299255,-0.134185304,-0.111821086,126.2,128.2
424050,424,49.2273099,49,13,38.31564,-121.900132,-121,-54,-0.4752,112.067,10.417,9.558752998,0.695443645,2.323741007,0.198083067,0.119275825,0.223642173,124.7,122.7
425019,425,49.2272324,49,13,38.03664,-121.900056,-121,-54,-0.2016,110.522,9.864,9.573141487,0.872901679,2.467625899,0.225772098,0.2342918,0.352502662,121.3,120.3
426051,426,49.2271504,49,13,37.74144,-121.8999853,-121,-53,-59.94708,109.017,9.656,9.474820144,-0.604316547,2.534772182,0.087326944,-0.055378062,0.158679446,106.4,108.4
427020,427,49.2270836,49,13,37.50096,-121.8999155,-121,-53,-59.6958,107.225,9.404,9.985611511,-1.258992806,2.544364508,0.195953142,-0.144834931,0.045793397,105,103
428010,428,49.2270149,49,13,37.25364,-121.8998153,-121,-53,-59.33508,105.031,10.617,9.323741007,-0.712230216,0.275779376,-0.04685836,0.027689031,0.22257721,98.8,96.8
429000,429,49.2269671,49,13,37.08156,-121.8996809,-121,-53,-58.85124,101.915,11.585,10.76738609,0.330935252,1.011990408,-0.168264111,-0.151224707,0.076677316,89.8,86.8
430024,430,49.2269356,49,13,36.96816,-121.899508,-121,-53,-58.2288,98.122,12.734,11.00719424,-2.661870504,1.846522782,0.03514377,-0.192758253,0.077742279,73.1,76.1
431056,431,49.2269322,49,13,36.95592,-121.8993198,-121,-53,-57.55128,95.219,13.052,10.77458034,-0.935251799,1.345323741,-0.088391906,-0.08200213,-0.165069223,42.2,44.2
432025,432,49.2269581,49,13,37.04916,-121.8991642,-121,-53,-56.99112,92.988,12.114,9.318944844,0.551558753,1.172661871,-0.651757188,0.317358892,-0.574014909,46.7,44.7
433015,433,49.2270092,49,13,37.23312,-121.8990259,-121,-53,-56.49324,89.862,11.243,8.79616307,2.489208633,3.071942446,-0.240681576,0.022364217,-0.206602769,51,50
434005,434,49.2270989,49,13,37.55604,-121.8989196,-121,-53,-56.11056,88.658,11.792,10.29736211,2.575539568,3.431654676,-0.392971246,-0.148029819,-0.153354633,72,71
435029,435,49.2271975,49,13,37.911,-121.8988144,-121,-53,-55.73184,88.045,12.437,9.407673861,2.050359712,-0.772182254,-0.168264111,-0.148029819,-0.045793397,94.3,93.3
436003,436,49.2272651,49,13,38.15436,-121.8986802,-121,-53,-55.24872,85.436,12.827,9.573141487,0.541966427,-1.29736211,0.12886049,-0.17571885,-0.087326944,100.3,98.3
437030,437,49.2273012,49,13,38.28432,-121.8985027,-121,-53,-54.60972,81.784,14.218,12.45563549,1.832134293,0.338129496,-0.408945687,-0.221512247,-0.238551651,127.9,129.9
438020,438,49.2272922,49,13,38.25192,-121.8983128,-121,-53,-53.92608,79.89,13.768,12.02398082,-0.326139089,3.613908873,1.019169329,0.244941427,0.50798722,109.9,112.9
439010,439,49.2272489,49,13,38.09604,-121.8981423,-121,-53,-53.31228,79.673,12.632,10.13429257,-1.1558753,3.227817746,0.233226837,0.04685836,0.549520767,112.2,115.2
440000,440,49.227202,49,13,37.9272,-121.8980095,-121,-53,-52.8342,80.667,10.421,8.520383693,-1.772182254,1.107913669,-0.194888179,0.036208733,-0.153354633,110.1,107.1
441044,441,49.2271507,49,13,37.74252,-121.8978927,-121,-53,-52.41372,79.907,9.751,8.486810552,0.832134293,0.136690647,0.063897764,-0.100106496,0.138445154,100.8,99.8
442035,442,49.2271025,49,13,37.569,-121.8977746,-121,-53,-51.98856,77.827,10.496,9.633093525,1.354916067,-0.244604317,-0.061767838,-0.022364217,0.08200213,93.3,94.3
443025,443,49.2270565,49,13,37.4034,-121.8976293,-121,-53,-51.46548,75.339,12.107,11.38129496,-0.347721823,1.911270983,-0.239616613,-0.076677316,0.01171459,94.4,97.4
444015,444,49.2270063,49,13,37.22268,-121.8974712,-121,-53,-50.89632,73.714,12.803,10.27338129,-1.059952038,4.18705036,0.308839191,-0.007454739,0.394036209,104,101
